"name","area","WDPAid","patchRichness","nPatches","stddev_WC","mean_WC","analysis_scale","shortName","fullName","country","latitude","longitude","Notes","nbsp","sing.sp","FRic","qual.FRic","FEve","FDiv","FDis","RaoQ","CWM.bodymass","CWM.Vertebrate","CWM.Invertebrate","CWM.Fish","CWM.Seed","CWM.Fruit","CWM.Root","CWM.Woody","CWM.Herbaceous","CWM.Nectar","CWM.aquatic","CWM.terrestrial","CWM.fossorial","CWM.arboreal","nLocomotor","nTrophic"
"Tsoulou",289.474206831833,2270,7,91,0.100537486056658,0.42425612747212,500,"Tsoulou","Tsoulou Faunal Reserve","Congo, Democratic Republic of",-3.62,12.46,"",41,41,2.42260728599492e-05,0.245927495326894,0.948752660175737,0.654190232524172,0.190809253266998,0.0403879975464448,36924.3431707317,2.58974358974359,2.64102564102564,3.82051282051282,3.64102564102564,2.46153846153846,3.71794871794872,3.48717948717949,3.53846153846154,4,0,1,0,0,5,14
"Mont Fouari",288.812468764174,555571319,6,198,0.102844441371554,0.512312647784345,500,"Mt Fouari FR","Mount Fouari Faunal Reserve","Congo, Democratic Republic of",-2.78,11.67,"",42,42,3.66326733400508e-05,0.245927495326894,0.938626847974812,0.641064010317007,0.198941669997693,0.042915872846337,72912.5955952381,2.6,2.825,3.85,3.65,2.35,3.725,3.35,3.25,4,0,1,0,0,5,13
"Kizigo G.R. (C)",5093.23244586632,7883,7,2974,0.0648540885851195,0.39115973380719,500,"Kizigo GR","Kizigo Game Reserve","Tanzania",-6.37,34.28,"",67,67,6.17010210704264e-06,0.245927495326894,0.910525343521362,0.662965008890895,0.163419939208774,0.0298660704298435,72148.500858209,2.796875,2.90625,3.890625,3.890625,3.09375,3.78125,3.109375,3.25,3.953125,0,1,0,0,5,17
"Selous G.R",41481.3084524387,1399,11,20986,0.132739078289864,0.686822228784109,500,"Selous GR","Selous Game Reserve","Tanzania",-8.86,37.41,"",72,72,4.73473482127535e-05,0.245927495326894,0.886116277618005,0.679191742002514,0.170898276763292,0.033181810059628,88404.0044097222,2.72857142857143,2.82857142857143,3.9,3.85714285714286,3.01428571428571,3.8,3.18571428571429,3.17142857142857,3.95714285714286,0,1,0,0,5,17
"Arusha National Park",111.854715426011,925,11,103,0.152949823463787,0.716068914721014,500,"Arusha","Arusha National Park","Tanzania",-3.25,36.83,"",39,39,4.43588686779016e-05,0.245927495326894,0.984450942533619,0.666740676579692,0.192336078319511,0.0403303043451406,235896.751025641,2.84210526315789,3.02631578947368,3.81578947368421,3.89473684210526,2.76315789473684,3.68421052631579,2.86842105263158,3.07894736842105,3.92105263157895,0,1,0,0,5,15
"Lake Manyara National Park",108.309022363446,924,11,165,0.256975294320829,0.437814369485604,500,"Lake Manyara","Lake Manyara National Park","Tanzania",-3.6033141,35.784354,"",42,42,7.08214090134269e-05,0.245927495326894,0.951264382302972,0.646690500485663,0.19102337516726,0.0401099480004628,221283.391428571,2.73170731707317,2.90243902439024,3.90243902439024,3.90243902439024,2.80487804878049,3.78048780487805,2.95121951219512,3.09756097560976,3.92682926829268,0,1,0,0,5,15
"Tarangire National Park",2621.66746052118,920,7,1354,0.0839238371042345,0.384694087378363,500,"Tarangire","Tarangire National Park","Tanzania",-4.15,36.1,"",53,53,1.08167174721627e-06,0.245927495326894,0.895221185102332,0.623461355714308,0.161859977860888,0.029475967080413,181975.211132075,2.96,3.22,3.94,3.82,2.98,3.68,2.96,3.08,4,0,1,0,0,5,16
"Mahale Mts.National Park",1468.17431696778,7521,9,809,0.103625917089733,0.745305782684778,500,"Mahale Mountain NP","Mahale Mountain National Park","Tanzania",-6.2240708,29.9227042,"",55,55,4.97468953059235e-05,0.245927495326894,0.951638262837626,0.663899584004106,0.180260906036008,0.0367400579752669,192975.041454545,2.7843137254902,2.90196078431373,3.90196078431373,3.74509803921569,2.94117647058824,3.68627450980392,3.11764705882353,3.27450980392157,4,0,1,0,0,5,17
"Ruaha National Park",14567.7750982517,917,8,7107,0.122178708483138,0.40652933200977,500,"Ruaha NP","Ruaha National Park","Tanzania",-7.5,35,"",51,51,5.7499790832693e-06,0.245927495326894,0.940003533649095,0.635931238754361,0.16650134961524,0.0325333013432218,211559.475098039,2.91836734693878,3.18367346938775,3.93877551020408,3.83673469387755,3.18367346938775,3.75510204081633,2.95918367346939,3.18367346938775,4,0,1,0,0,5,17
"Mikumi National Park",3232.56854937872,919,9,1256,0.177863810839448,0.720366959315628,500,"Mikumi NP","Mikumi National Park","Tanzania",-7.2,37.13,"",35,35,3.59475108206682e-07,0.245927495326894,0.969760383833563,0.625588609185261,0.164574981048494,0.0302634978992274,278806.303714286,2.82352941176471,3.32352941176471,4,3.79411764705882,3.23529411764706,3.67647058823529,2.85294117647059,2.94117647058824,4,0,1,0,0,4,15
"Gombe National Park",34.4662545296866,926,7,47,0.127659695144607,0.635759250988889,500,"Gombe NP","Gombe National Park","Tanzania",-4.66,29.63,"",60,60,8.40694624829603e-05,0.245927495326894,0.949743233166099,0.659887765251621,0.18096855509851,0.0368785486774765,74458.6702916667,2.76785714285714,2.83928571428571,3.82142857142857,3.82142857142857,2.92857142857143,3.76785714285714,3.30357142857143,3.16071428571429,4,0,1,0,0,5,17
"Kilimanjaro National Park",1856.13932950592,922,11,713,0.247513784951591,0.661466920903081,500,"Kilimanjaro","Kilimanjaro","Tanzania",-3.06,37.33,"",19,19,1.10913240535875e-07,0.245927495326894,0.94117928030144,0.639781004729806,0.187041754369365,0.0375311844093512,391772.693684211,3.05555555555556,3.5,4,3.94444444444444,2.22222222222222,3.27777777777778,2.66666666666667,3.33333333333333,3.83333333333333,0,1,0,0,3,10
"Ngorongoro Conservation Area",8286.85439403613,555623796,12,3184,0.243092871861331,0.38469603495832,500,"Ngorongoro","Ngorongoro Crater ","Tanzania",-3.1617522,35.5876697,"",42,42,6.97829842253659e-07,0.245927495326894,0.960929376884827,0.628101006318365,0.16918512944968,0.0319468495316156,241781.512619048,2.75,3.075,3.825,3.925,3.15,3.8,2.925,3.05,4,0,1,0,0,5,15
"Talassemtane National Park",614.05363113184,17742,5,551,NA,NA,500,"Talassamtane NP","Talassamtane National Park","Morocco",35.18,-5.21,"",14,14,9.28784671309444e-08,0.245927495326894,0.991275814266713,0.67694558737299,0.158762431087945,0.0288972785820705,15705.7,2.57142857142857,2.71428571428571,3.71428571428571,3.78571428571429,2.64285714285714,3.57142857142857,3.66666666666667,3.58333333333333,4,0,1,0,0,3,9
"Rukwa",2196.82285233562,301552,7,1629,0.115174516006585,0.524296098837212,500,"Rukwa","Rukwa","Tanzania",-7.92,31.97,"",56,56,2.18731580589845e-05,0.245927495326894,0.924868109553709,0.651190162850225,0.164944598756478,0.0305609880535281,181563.919821429,2.88679245283019,3.24528301886792,3.88679245283019,3.75471698113208,3.07547169811321,3.71698113207547,3.20754716981132,2.9622641509434,4,0,1,0,0,5,17
"Gorongosa",3686.68853019709,801,10,2185,0.171510529960688,0.653913064243781,500,"Gorongosa NP","Gorongosa National Park","Mozambique",-18.83,34.51,"",53,53,1.77817106885058e-05,0.245927495326894,0.946404082608846,0.665260407217842,0.171020053072373,0.0327731807587129,136987.412971698,2.76470588235294,2.86274509803922,3.86274509803922,3.80392156862745,2.98039215686274,3.76470588235294,3.11764705882353,3.09803921568627,3.94117647058824,0,1,0,0,5,17
"Banhine",6066.47750031138,799,8,2001,0.0967748891567455,0.464971461023179,500,"BHINE","Banhine National Park","Mozambique",-22.826,32.864,"",54,54,1.00732891234667e-06,0.245927495326894,0.926908579625243,0.651709179675627,0.17066640162177,0.0328161985844715,171162.272361111,2.65384615384615,2.75,3.82692307692308,3.80769230769231,3.03846153846154,3.73076923076923,3.26923076923077,3.32692307692308,3.94230769230769,0,1,0,0,5,17
"Zinave",3901.5617671334,800,8,1668,0.0814558935640425,0.601712492242399,500,"Zinave","Zinave National Park","Mozambique",-21,33,"",62,62,6.33805438060753e-06,0.245927495326894,0.903879936417811,0.660969893215537,0.173464675856938,0.0337409724261931,161032.44625,2.86666666666667,2.93333333333333,3.86666666666667,3.81666666666667,3.03333333333333,3.7,3.25,3.06666666666667,3.95,0,1,0,0,5,17
"Niassa",42305.4109343714,555637447,12,24929,0.146658306820759,0.55251403919836,500,"Niassa GR","Niassa Game Reserve","Mozambique",-12.24,36.98,"",55,55,1.02777451145523e-06,0.245927495326894,0.893452351406932,0.67792208039683,0.168619877753154,0.032564985421173,159622.573227273,2.69811320754717,2.83018867924528,3.86792452830189,3.88679245283019,3.11320754716981,3.73584905660377,3.24528301886792,3.24528301886792,3.94339622641509,0,1,0,0,5,17
"Lamto Scientific Reserve",28.4360885272384,555547526,5,24,0.0532958161689749,0.549764949918126,500,"Lamto","Lamto","Cote dIvoire (Ivory Coast),",6.22,-5.03,"",64,64,0.000288344899711998,0.245927495326894,0.854084492777314,0.660282378708895,0.205319905544035,0.0457888591378668,122315.97609375,2.85,2.81666666666667,3.85,3.63333333333333,2.33333333333333,3.7,3.18333333333333,3.05,4,0,1,0,0,5,16
"Hluhluwe Game Reserve",144.029290305012,116189,8,193,0.0682120139230099,0.774603884413434,500,"Hluhluwe","Hluhluwe-Imfolozi Game Reserve Complex","South Africa",-28.23543957,31.93588257,"2 entries, 555571105 and 116189",56,56,3.01124254205787e-05,0.245927495326894,0.939763438477112,0.64179215817989,0.171276697589871,0.0328622253309997,226720.955535714,2.7962962962963,2.94444444444444,3.87037037037037,3.7962962962963,3.09259259259259,3.72222222222222,3.2037037037037,3.07407407407407,3.94444444444444,0,1,0,0,5,16
"Natal National Park",61.5434000171723,555563964,6,99,0.0782773175032694,0.57589895679263,500,"Natal Woodland","Natal Woodland","South Africa",-27.4,32.15,"",39,39,2.35403054904728e-05,0.245927495326894,0.926694052491751,0.690065430644342,0.183223491155203,0.0358795282885306,18878.1997435897,2.71794871794872,2.69230769230769,3.76923076923077,3.82051282051282,2.97435897435897,3.76923076923077,3.12820512820513,3.07692307692308,3.92307692307692,0,1,0,0,5,14
"Mweru Wantipa",3170.70226804403,1090,11,1217,0.160457639727513,0.621737859850434,500,"Mweru-Wantipa","Mweru-Wantipa","Zambia",-8.41,29.26,"",56,56,2.31014752139e-05,0.245927495326894,0.903863017387559,0.675709665400962,0.171149676261641,0.0336010322708885,89068.0624553571,2.64814814814815,2.83333333333333,3.81481481481481,3.83333333333333,3.09259259259259,3.77777777777778,3.31481481481481,3.18518518518519,4,0,1,0,0,5,17
"Kafue",22397.4459713434,1085,9,11367,0.131079753376673,0.500639413265242,500,"Kafue","Kafue","Zambia",-15.67,27,"",37,37,2.4345118245393e-07,0.245927495326894,0.936388578801624,0.624264418788716,0.161964025633425,0.0305594254492087,229567.696756757,2.8,3.17142857142857,3.88571428571429,3.74285714285714,3.22857142857143,3.74285714285714,3.51428571428571,2.94285714285714,4,0,1,0,0,4,14
"Kafue",22397.4459713434,1085,9,11367,0.131079753376673,0.500639413265242,500,"Kafue National Park","Kafue National Park","Zambia",-14.4420297,25.8521764,"",62,62,4.49512552109562e-06,0.245927495326894,0.896939380827202,0.645018828561507,0.172597333023058,0.0333425192888115,150878.218870968,2.86666666666667,3,3.86666666666667,3.71666666666667,3.15,3.7,3.4,3.01666666666667,4,0,1,0,0,5,17
"Nyika",83.3050429446796,1102,7,128,0.137513334548952,0.68428766108498,500,"Nyika Plateau","Nyika Plateau","Zambia",-10.58,33.68,"",33,33,5.05466769052841e-06,0.245927495326894,0.920981954874408,0.624116869951768,0.168367055816115,0.0335562696627574,194740.364848485,2.54838709677419,3.16129032258065,3.83870967741935,3.87096774193548,3,3.51612903225806,3.2258064516129,3.16129032258065,4,0,1,0,0,5,15
"West Lunga",1786.23132426852,1093,7,473,0.132214920280869,0.832761905859619,500,"Lunga","West Lunga National Park","Zambia",-12.17,24.83,"",46,46,1.71723509137429e-05,0.245927495326894,0.926845582487063,0.642304310854667,0.174230038271661,0.0342967039363519,191797.129565217,2.77272727272727,3.13636363636364,3.88636363636364,3.84090909090909,2.79545454545455,3.65909090909091,3.15909090909091,2.86363636363636,4,0,1,0,0,5,16
"Kafue Flats",4766.49233957314,4091,11,2302,0.0961797230178931,0.37942824390901,500,"Kafue Flats","Kafue Flats","Zambia",-15.5,25.4,"",38,38,2.09505365151986e-07,0.245927495326894,0.965237840923769,0.625268981485884,0.15274918998548,0.0269993922445006,237590.807368421,2.88888888888889,3.33333333333333,3.88888888888889,3.83333333333333,3.30555555555556,3.77777777777778,3.22222222222222,2.61111111111111,4,0,1,0,0,4,13
"Chobe",10538.2800262787,600,9,2786,0.0666926457011119,0.455250281591795,500,"Chobe","Chobe National Park","Botswana",-18.54,24.5,"",58,58,2.86726741037333e-07,0.245927495326894,0.880559071632592,0.64445943098445,0.168133122442609,0.0304302764311634,237599.558103448,2.83636363636364,3.05454545454545,3.92727272727273,3.76363636363636,3.2,3.65454545454545,3.29090909090909,2.96363636363636,4,0,1,0,0,4,16
"Wadi El Assuti",35.3614173331642,18771,4,27,NA,NA,500,"Wadi el Assuiti","Wadi el Assuiti","Egypt",27.13,31.37,"",14,14,7.3492965133594e-09,0.245927495326894,0.943703200677732,0.694628533655068,0.121437540270249,0.017819247635343,11146.9464285714,2,2.78571428571429,3.78571428571429,4,3.42857142857143,4,3.61538461538462,3.38461538461539,4,0,1,0,0,2,8
"Wadi El Rayan",1758.77072219576,30006,7,120,NA,NA,500,"Wadi el Rayan","Wadi el Rayan","Egypt",29.2,30.28,"",14,14,1.57931815377621e-08,0.245927495326894,0.943637827374644,0.68421741540538,0.133358692324019,0.0205258818291149,9920.42285714286,2.42857142857143,2.85714285714286,3.78571428571429,4,3.21428571428571,3.78571428571429,3.58333333333333,3.33333333333333,4,0,1,0,0,2,9
"Omayed",690.74931065629,3020,7,423,NA,NA,500,"El Omayed Biosphere","El Omayed Biosphere Reserve","Egypt",30.75,29.15,"",10,10,2.41160296396047e-10,0.245927495326894,0.915929233755549,0.692847253394622,0.148457238781063,0.0248211499544997,10512.266,2.4,3,3.7,4,3.2,3.7,3.44444444444444,3.11111111111111,4,0,1,0,0,2,7
"Nyika National Park",3106.62226629606,779,8,2618,0.157604851835663,0.598516252617095,500,"Nyika","Nyika National Park","Malawi",-10.5,34,"",57,57,2.75812895713311e-05,0.245927495326894,0.907806249787324,0.66782273913431,0.173105842793649,0.0338188130712337,175585.98,2.8,3.05454545454545,3.85454545454545,3.76363636363636,3,3.67272727272727,3.18181818181818,2.89090909090909,4,0,1,0,0,5,17
"Kasungu National Park",2369.50896929265,780,8,2072,0.107481177455723,0.622733976783149,500,"Kasunga","Kasungu National Park","Malawi",-13,33.2,"",67,67,2.86934149129755e-05,0.245927495326894,0.86076778885884,0.668719401296306,0.168008164514064,0.0319357420906827,167438.501902985,2.76923076923077,2.95384615384615,3.87692307692308,3.84615384615385,3.2,3.76923076923077,3.16923076923077,3.06153846153846,4,0,1,0,0,5,17
"Lengwe National Park",931.480562329122,2315,6,693,0.124716896498898,0.515106624043738,500,"Lengwe/Mwabvi","Lengwe National Park/Mwabvi National Park","Malawi",-16.5,34,"",62,62,4.82020976314326e-06,0.245927495326894,0.871385089891764,0.662543161905692,0.17278279247577,0.0336493272943447,161309.263024194,2.66666666666667,2.78333333333333,3.86666666666667,3.83333333333333,3.08333333333333,3.75,3.25,3.18333333333333,3.95,0,1,0,0,5,17
"Mwabvi Wildlife Reserve",345.393247453633,2320,6,308,0.104032674616205,0.538222310000303,500,"Mwabvi WR","Mwabvi West Reserve","Malawi",-16.72,35.01,"",51,51,3.54735812223005e-06,0.245927495326894,0.924461073380578,0.666866906642905,0.175427422049494,0.0345754213291225,164963.318970588,2.6734693877551,2.79591836734694,3.85714285714286,3.79591836734694,3.06122448979592,3.75510204081633,3.12244897959184,3.24489795918367,3.93877551020408,0,1,0,0,5,17
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,9,661,0.128740270662126,0.511611108474646,500,"Vwaza Marsh WR","Vwaza Marsh WR","Malawi",-11,33.45,"",55,55,2.5347045785329e-05,0.245927495326894,0.900044879960387,0.670354958992313,0.167593792797078,0.0323293927824328,133328.8025,2.67924528301887,2.88679245283019,3.86792452830189,3.81132075471698,3.13207547169811,3.77358490566038,3.18867924528302,3.18867924528302,4,0,1,0,0,5,17
"Parc National de Djurdjura",163.762779850997,4118,5,254,NA,NA,500,"Djurdjura NP","Djurdjura National Park","Algeria",36.46,4.16,"",16,16,1.27379916007339e-07,0.245927495326894,0.928308011893316,0.6656859309013,0.161059944823638,0.0303742956321436,15046.778125,2.375,2.8125,3.5625,3.8125,2.8125,3.625,3.71428571428571,3.64285714285714,4,0,1,0,0,4,9
"Parc National de Belezma",177.12785262979,9742,5,188,NA,NA,500,"Belezma NP","Belezma National Park","Algeria",35.59,6.04,"",10,10,4.61530729719796e-10,0.245927495326894,0.989333251885003,0.611962512064179,0.144732495398,0.0251774484531236,18774.519,2.1,2.2,3.6,3.7,2.4,3.4,4,3.77777777777778,4,0,1,0,0,2,8
"Parc W Niger",2220.18873531027,818,6,640,0.0632398572099323,0.224418035746578,500,"W' du Niger NP","W' du Niger National Park","Niger",12.52,2.66,"",44,44,6.39016778083185e-07,0.245927495326894,0.917730346701803,0.67545646030245,0.164937756545596,0.0315785746813181,138462.741761364,2.55813953488372,3.02325581395349,3.83720930232558,3.7906976744186,3.09302325581395,3.81395348837209,3.27906976744186,2.95348837209302,4,0,1,0,0,4,15
"Réserve totale de faune de Tamou",791.645088983402,2331,4,302,0.0797242363636961,0.242366025216518,500,"Tamou","Tamou Total Reserve","Niger",12.62,2.31,"",43,43,5.82254802006934e-07,0.245927495326894,0.915780772266197,0.671573209685508,0.161159414625641,0.0308183900743946,85305.3669186046,2.55813953488372,3.02325581395349,3.83720930232558,3.7906976744186,3.16279069767442,3.88372093023256,3.34883720930233,2.95348837209302,4,0,1,0,0,4,15
"Addax Sanctuary",12781.6819827768,72350,1,239,NA,NA,500,"Addax","Addax Sanctuary","Niger",19.31,9.37,"",16,16,2.1643788874646e-08,0.245927495326894,0.991342337259971,0.656270189246016,0.128174655557663,0.0221946648537327,24486.93875,2.4375,3.125,3.8125,3.8125,3.5,4,3.21428571428571,3.21428571428571,4,0,1,0,0,2,8
"Chambi",67.2847408954823,4486,4,59,NA,NA,500,"Chambi NP","Chambi National Park","Tunisia",35.18,8.71,"",16,16,6.13835357699176e-08,0.245927495326894,0.993296291005029,0.661656648726497,0.155065513253211,0.028124367906583,19670.571875,2.375,2.6875,3.5625,3.8125,3,3.625,3.64285714285714,3.28571428571429,4,0,1,0,0,3,11
"Parc national de Djebel Bou-Hedma",165.272413749359,13962,5,134,NA,NA,500,"Bou-Hedma NP","Bou-Hedma National Park","Tunisia",34.47,9.61,"",14,14,2.12847652035978e-08,0.245927495326894,0.990795074002144,0.647177875421659,0.155223517836448,0.0275772232657102,21634.3171428571,2.35714285714286,2.57142857142857,3.71428571428571,3.78571428571429,2.85714285714286,3.57142857142857,3.58333333333333,3.16666666666667,4,0,1,0,0,2,11
"Liwonde National Park",507.102346246761,2316,9,418,0.0941821816269172,0.447714959819624,500,"Liwonde","Liwonde National Park","Malawi",-14.87,35.34,"",37,37,6.83207785199631e-08,0.245927495326894,0.942928601372816,0.632208055572545,0.16543288167605,0.0307401733852455,242512.621351351,3.05555555555556,3.38888888888889,3.88888888888889,3.75,3.11111111111111,3.61111111111111,3,2.86111111111111,4,0,1,0,0,5,16
